ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,T2MDEW,TS,WS10M,PRECTOTCORR,RH2M,SoilMoistureIndex,Date
7.7,0.69,390.49,12.82,33.97,2.48,0.0,40.25,0.0,2021-07-21
8.1,0.73,368.38,10.49,32.47,3.31,0.0,35.38,0.0,2021-07-22
8.05,0.73,373.05,10.08,33.3,3.02,0.0,33.81,0.0,2021-07-23
8.11,0.73,369.48,9.29,33.54,3.99,0.0,30.44,0.0,2021-07-24
7.82,0.71,377.2,10.52,33.82,4.27,0.0,33.88,0.0,2021-07-25
7.87,0.71,376.2,11.23,33.65,3.93,0.0,37.25,0.0,2021-07-26
7.67,0.7,371.45,12.99,32.17,3.43,0.0,45.25,0.0,2021-07-27
7.9,0.72,356.08,11.08,31.18,2.97,0.0,44.25,0.0,2021-07-28
7.9,0.72,382.78,6.69,33.27,3.82,0.0,27.81,0.0,2021-07-29
7.44,0.68,409.73,6.83,36.14,3.45,0.0,21.31,0.0,2021-07-30
6.19,0.57,427.07,5.57,37.29,4.43,0.0,16.44,0.0,2021-07-31
7.38,0.68,401.9,5.35,36.58,5.0,0.0,19.44,0.0,2021-08-01
7.47,0.69,390.41,13.61,33.76,4.38,0.0,38.44,0.0,2021-08-02
7.11,0.66,397.54,12.47,34.65,4.05,0.0,38.69,0.0,2021-08-03
7.62,0.71,390.59,7.87,35.13,4.45,0.0,30.0,0.0,2021-08-04
7.28,0.68,403.46,14.21,33.57,4.52,0.0,40.62,0.0,2021-08-05
7.6,0.71,389.58,11.86,34.23,3.68,0.0,36.25,0.0,2021-08-06
7.35,0.69,401.06,12.73,34.4,3.98,0.0,38.56,0.0,2021-08-07
7.02,0.66,412.01,12.9,36.15,2.87,0.0,35.69,0.0,2021-08-08
7.38,0.7,402.28,14.07,36.24,2.89,0.0,42.0,0.0,2021-08-09
7.42,0.7,397.12,7.57,36.5,3.05,0.0,20.94,0.0,2021-08-10
7.09,0.67,408.6,5.05,38.08,3.31,0.0,15.69,0.0,2021-08-11
6.75,0.64,415.19,6.79,37.19,3.09,0.0,19.12,0.0,2021-08-12
6.62,0.63,416.01,10.6,36.1,2.84,0.0,27.0,0.0,2021-08-13
6.69,0.64,412.85,14.49,35.05,3.04,0.02,38.56,5.79041907320954e-05,2021-08-14
7.01,0.68,402.11,13.4,35.12,2.34,0.01,37.0,2.8912258160930178e-05,2021-08-15
7.36,0.71,389.21,11.07,35.48,2.48,0.0,31.5,0.0,2021-08-16
6.62,0.64,414.0,12.05,36.53,2.52,2.48,31.12,0.006900955067947728,2021-08-17
6.67,0.65,406.38,14.33,33.95,3.02,0.02,39.0,5.989143655674214e-05,2021-08-18
6.54,0.64,411.99,17.33,32.0,2.84,6.52,52.31,0.020712248446596703,2021-08-19
6.17,0.61,421.18,16.95,31.84,1.77,0.41,49.25,0.0013091376431400316,2021-08-20
6.82,0.67,401.87,17.62,32.96,3.05,0.16,50.38,0.0004929373088279708,2021-08-21
7.38,0.73,373.77,14.29,31.01,3.2,0.01,47.44,3.271893690096893e-05,2021-08-22
7.05,0.7,377.55,12.04,30.53,2.98,0.0,40.5,0.0,2021-08-23
6.24,0.62,413.88,12.94,32.66,2.98,0.59,36.25,0.0018375319625346961,2021-08-24
5.73,0.58,426.42,10.89,33.46,3.49,0.0,28.69,0.0,2021-08-25
5.24,0.53,424.77,9.05,33.31,5.08,0.03,27.06,9.165802244954275e-05,2021-08-26
6.35,0.65,405.46,16.28,32.33,2.87,0.79,50.69,0.002485152624086621,2021-08-27
6.73,0.69,396.92,12.4,32.72,2.37,0.02,41.56,6.219108554068456e-05,2021-08-28
5.25,0.54,406.52,14.32,31.06,2.49,3.74,42.38,0.012256359587875349,2021-08-29
6.08,0.62,397.69,15.25,30.44,2.88,0.06,50.12,0.00020044414050971715,2021-08-30
5.25,0.55,415.2,16.51,30.82,2.93,0.52,53.44,0.001714345993853968,2021-08-31
4.61,0.48,414.14,16.8,30.87,3.58,0.15,52.75,0.0004933909167210241,2021-09-01
5.89,0.62,399.44,17.52,30.13,3.68,0.13,57.5,0.00043788187604313397,2021-09-02
5.02,0.53,418.45,18.28,30.3,2.58,0.46,60.31,0.0015423243855319012,2021-09-03
6.15,0.65,412.88,14.94,33.36,2.73,0.33,42.75,0.001006310277401648,2021-09-04
5.95,0.63,393.0,17.47,31.3,2.56,2.51,53.06,0.008146853486099295,2021-09-05
6.65,0.71,366.43,13.03,28.35,3.71,0.0,48.25,0.0,2021-09-06
6.56,0.71,361.4,12.44,27.9,2.92,0.01,50.5,3.634739759475075e-05,2021-09-07
4.99,0.54,381.05,14.86,26.62,2.18,0.95,56.94,0.0036218320172573086,2021-09-08
5.45,0.59,398.12,16.15,29.87,3.24,0.62,52.12,0.0021124202781301715,2021-09-09
5.92,0.65,391.37,17.37,29.92,4.02,0.14,59.81,0.0004758315225023456,2021-09-10
6.19,0.69,372.2,13.31,28.98,4.31,0.0,47.5,0.0,2021-09-11
6.36,0.7,355.41,11.23,28.3,2.52,0.01,47.56,3.589831685482916e-05,2021-09-12
6.22,0.7,367.56,14.04,28.88,2.38,0.0,55.44,0.0,2021-09-13
5.78,0.65,381.05,14.83,28.79,3.14,0.0,54.19,0.0,2021-09-14
5.59,0.63,389.91,12.85,29.26,2.98,0.0,44.75,0.0,2021-09-15
5.85,0.66,382.15,13.22,29.93,3.66,0.0,46.12,0.0,2021-09-16
5.08,0.59,395.37,9.39,30.25,4.42,0.0,34.25,0.0,2021-09-17
5.48,0.63,391.13,4.63,30.98,3.52,0.0,20.81,0.0,2021-09-18
5.92,0.69,380.3,6.29,30.44,3.11,0.0,27.62,0.0,2021-09-19
3.32,0.39,398.17,15.94,28.02,3.04,4.41,58.44,0.01598275936156034,2021-09-20
3.97,0.47,400.63,15.25,26.55,4.93,0.25,56.19,0.0009558727684877069,2021-09-21
4.3,0.51,394.71,17.37,25.67,2.69,0.19,68.69,0.0007514448236326634,2021-09-22
2.85,0.34,398.04,17.26,24.3,2.53,0.02,70.75,8.352454281030554e-05,2021-09-23
4.52,0.55,395.55,13.2,27.43,3.22,0.0,46.19,0.0,2021-09-24
5.33,0.65,388.08,8.76,29.74,3.07,0.0,35.25,0.0,2021-09-25
4.27,0.52,403.51,16.62,27.95,2.26,0.0,62.69,0.0,2021-09-26
4.85,0.59,384.55,15.7,27.36,2.67,0.0,59.19,0.0,2021-09-27
5.38,0.66,367.74,15.08,28.48,2.33,0.29,55.12,0.001033033153873943,2021-09-28
5.6,0.7,342.91,11.4,26.54,3.3,0.01,49.44,3.8194253948978125e-05,2021-09-29
5.34,0.67,344.98,11.16,24.46,4.12,0.04,51.0,0.00016564108080206158,2021-09-30
4.43,0.56,365.76,12.33,24.47,1.75,0.62,53.5,0.00256915666231692,2021-10-01
3.43,0.44,382.84,14.27,23.65,2.24,3.86,60.81,0.016572677528633444,2021-10-02
4.7,0.61,371.59,15.16,24.17,3.96,0.04,66.31,0.00016807744369065332,2021-10-03
4.96,0.65,364.8,13.09,25.55,4.05,0.01,56.56,3.974572265584982e-05,2021-10-04
3.83,0.5,383.98,13.58,25.13,3.39,0.14,57.81,0.0005656524596844676,2021-10-05
4.04,0.53,367.86,14.9,24.34,5.16,0.29,64.75,0.0012093023844395997,2021-10-06
4.72,0.62,332.84,9.32,22.14,4.91,0.07,52.56,0.00032113771810840383,2021-10-07
5.15,0.7,324.78,7.13,20.26,4.49,0.01,51.62,5.014941936809326e-05,2021-10-08
3.96,0.54,350.17,9.18,20.76,2.41,0.36,54.56,0.001761442411128272,2021-10-09
4.27,0.59,345.2,10.41,19.94,3.96,0.59,61.75,0.003003045925037008,2021-10-10
3.98,0.55,336.89,8.47,19.0,3.29,0.12,59.44,0.0006405123414971841,2021-10-11
5.07,0.7,311.53,8.69,19.47,3.0,0.02,57.12,0.0001043523312238698,2021-10-12
4.49,0.62,322.33,6.8,19.79,4.52,0.54,50.19,0.0027762553112714696,2021-10-13
4.11,0.58,314.89,6.19,16.4,7.01,1.41,58.31,0.008732201664775358,2021-10-14
5.05,0.72,292.84,5.14,15.8,4.14,0.0,55.44,0.0,2021-10-15
4.59,0.66,313.14,4.36,17.57,3.9,0.0,46.69,0.0,2021-10-16
4.92,0.71,316.47,6.01,19.75,2.63,0.0,49.25,0.0,2021-10-17
4.5,0.66,321.11,9.33,19.01,2.24,0.11,63.38,0.0005862850184162791,2021-10-18
3.89,0.57,329.53,9.4,17.33,3.53,0.24,68.88,0.0013998705749669708,2021-10-19
4.52,0.67,328.05,11.45,17.81,2.77,0.29,75.25,0.0016460062227041995,2021-10-20
4.43,0.66,340.31,12.08,19.22,3.16,0.44,70.19,0.002320469857949321,2021-10-21
3.75,0.57,348.54,11.99,20.7,2.56,0.03,63.81,0.0001472275281832424,2021-10-22
3.22,0.49,360.68,13.48,19.09,3.19,0.95,68.69,0.00505801366404305,2021-10-23
3.3,0.51,363.06,12.44,19.72,4.8,2.8,69.62,0.014432310898763276,2021-10-24
2.06,0.32,366.61,12.91,18.6,6.5,4.22,72.38,0.023061325293733517,2021-10-25
3.67,0.58,337.27,12.19,18.37,5.4,0.21,72.06,0.0011604722091895939,2021-10-26
3.7,0.59,327.46,9.4,17.44,3.99,0.02,66.94,0.0001163728145160518,2021-10-27
4.22,0.67,314.69,9.71,17.17,1.98,1.72,69.19,0.01017172644946076,2021-10-28
4.26,0.69,313.18,8.8,17.24,2.6,0.02,62.12,0.00011785642308487996,2021-10-29
2.67,0.44,347.96,7.8,16.88,2.24,0.0,55.25,0.0,2021-10-30
2.95,0.48,379.45,8.33,20.62,2.77,0.01,47.62,4.930187193030096e-05,2021-10-31
3.39,0.56,366.38,11.9,22.62,3.3,0.02,54.0,9.001580043936431e-05,2021-11-01
3.23,0.54,360.0,12.19,21.98,3.94,0.02,59.12,9.258885363901057e-05,2021-11-02
3.94,0.66,340.02,8.1,21.09,6.72,0.0,46.94,0.0,2021-11-03
3.17,0.54,343.7,6.92,18.61,3.12,0.01,50.44,5.478271092661796e-05,2021-11-04
2.36,0.41,350.68,10.35,17.83,3.1,0.06,68.5,0.0003425774355390352,2021-11-05
2.32,0.41,338.66,9.6,17.15,3.84,0.34,67.56,0.0020179301818150455,2021-11-06
4.07,0.71,286.99,-0.13,14.09,5.16,0.0,40.31,0.0,2021-11-07
3.88,0.68,306.23,3.24,13.51,2.48,0.01,54.44,7.538085991554791e-05,2021-11-08
3.16,0.56,304.84,4.52,12.69,2.78,0.0,61.62,0.0,2021-11-09
3.79,0.68,284.65,3.47,12.1,4.09,0.0,56.25,0.0,2021-11-10
3.91,0.71,284.7,2.1,13.44,3.66,0.0,50.69,0.0,2021-11-11
3.89,0.71,277.04,-1.1,13.23,4.45,0.0,38.75,0.0,2021-11-12
3.65,0.67,281.77,-0.35,13.23,3.55,0.0,41.38,0.0,2021-11-13
3.69,0.69,304.98,2.26,13.76,3.3,0.0,47.56,0.0,2021-11-14
3.58,0.67,300.11,0.21,13.45,3.39,0.0,43.5,0.0,2021-11-15
2.88,0.55,313.6,4.0,13.14,4.52,1.05,56.69,0.008142508909043625,2021-11-16
3.13,0.59,313.11,6.48,13.82,2.95,0.02,64.0,0.0001472120945678653,2021-11-17
2.98,0.57,310.91,6.19,13.62,1.93,0.04,62.38,0.000297625610153408,2021-11-18
3.45,0.66,300.17,7.82,13.08,3.48,0.03,74.94,0.0002319349984822763,2021-11-19
3.64,0.71,293.49,7.5,13.08,2.62,0.0,72.88,0.0,2021-11-20
1.94,0.38,336.79,8.8,12.66,4.16,3.31,78.12,0.02656574843331776,2021-11-21
2.66,0.52,316.18,7.68,12.63,4.77,0.01,74.38,8.06121510845473e-05,2021-11-22
3.56,0.71,294.5,4.86,12.94,2.69,0.02,60.81,0.00015714214529279622,2021-11-23
3.43,0.69,296.07,5.53,12.88,3.24,0.01,59.31,7.892485023281143e-05,2021-11-24
2.29,0.46,314.56,3.69,11.7,3.39,0.75,59.88,0.006535296476566412,2021-11-25
2.93,0.59,290.44,4.13,10.65,6.08,0.22,67.06,0.00210558464068127,2021-11-26
3.46,0.7,292.09,2.22,11.91,5.97,3.14,57.12,0.026912258098884,2021-11-27
2.01,0.41,314.2,2.86,9.94,6.34,2.14,63.94,0.021982283467215244,2021-11-28
2.6,0.54,277.1,0.55,8.2,8.05,0.15,58.88,0.0018619531537730286,2021-11-29
2.36,0.49,292.33,3.61,9.26,2.84,0.27,70.25,0.0029517010554948988,2021-11-30
3.04,0.63,281.05,5.05,9.77,4.0,0.05,73.88,0.0005185297385360318,2021-12-01
3.37,0.71,262.48,3.37,8.52,7.0,0.01,72.62,0.00011962306322315698,2021-12-02
1.86,0.39,303.2,1.84,7.91,6.83,1.1,66.38,0.014172555320096925,2021-12-03
3.34,0.71,270.34,0.51,8.35,5.27,0.07,62.44,0.0008503997369305997,2021-12-04
3.27,0.7,285.84,0.34,9.55,6.05,0.05,55.0,0.0005327770600983102,2021-12-05
2.49,0.53,289.67,1.64,7.57,7.9,1.02,66.0,0.01371641560186191,2021-12-06
3.03,0.65,278.62,2.7,9.06,5.94,0.05,66.38,0.0005598551857597772,2021-12-07
2.92,0.63,280.67,-0.74,10.15,7.77,0.02,49.38,0.00020039903806627285,2021-12-08
2.67,0.58,291.34,1.15,8.26,5.86,0.24,62.81,0.002955648155343194,2021-12-09
2.25,0.49,306.55,1.76,9.33,7.04,0.01,61.0,0.00010900027060810227,2021-12-10
2.0,0.44,304.19,2.53,8.3,6.55,1.78,68.19,0.021823318661713675,2021-12-11
2.43,0.53,280.05,2.11,6.59,5.0,0.65,74.75,0.00999626266897207,2021-12-12
3.29,0.72,250.37,1.51,5.9,3.76,0.12,74.19,0.0020564369808113397,2021-12-13
3.34,0.73,258.42,-2.67,7.19,2.21,0.0,50.44,0.0,2021-12-14
3.29,0.73,262.63,-2.12,6.55,1.88,0.02,47.88,0.0003091066075644078,2021-12-15
3.17,0.7,261.26,-3.02,6.3,2.02,0.0,47.62,0.0,2021-12-16
2.94,0.65,268.11,-2.45,6.37,1.91,0.0,47.31,0.0,2021-12-17
3.0,0.66,272.96,-0.74,6.92,2.55,0.0,56.94,0.0,2021-12-18
3.22,0.71,259.84,2.9,7.73,2.89,0.0,77.94,0.0,2021-12-19
3.15,0.7,261.19,0.76,8.43,3.3,0.0,58.25,0.0,2021-12-20
3.18,0.7,271.55,2.94,8.16,3.05,0.0,69.38,0.0,2021-12-21
2.83,0.62,295.34,3.44,11.98,3.34,0.0,55.88,0.0,2021-12-22
2.67,0.59,305.29,6.0,11.39,2.35,0.0,72.31,0.0,2021-12-23
3.04,0.67,277.27,5.83,9.71,3.95,0.01,76.75,0.00010441109932586225,2021-12-24
2.01,0.45,300.04,6.33,11.15,5.82,0.0,72.31,0.0,2021-12-25
2.03,0.45,311.43,5.35,12.3,5.02,0.01,64.75,8.273204754372134e-05,2021-12-26
1.74,0.38,319.41,7.24,12.51,3.62,0.01,70.81,8.127175699795296e-05,2021-12-27
2.6,0.57,305.27,5.3,12.76,4.82,0.0,64.25,0.0,2021-12-28
2.91,0.64,295.43,7.03,12.97,6.03,0.0,70.0,0.0,2021-12-29
2.99,0.66,300.41,5.96,12.9,6.1,0.0,64.31,0.0,2021-12-30
3.25,0.71,282.8,5.63,12.19,4.02,0.0,63.81,0.0,2021-12-31
3.29,0.71,286.29,4.3,11.44,2.26,0.0,61.88,0.0,2022-01-01
3.32,0.72,286.31,1.36,11.51,2.02,0.0,47.38,0.0,2022-01-02
3.35,0.72,273.55,-0.2,11.28,2.51,0.0,41.31,0.0,2022-01-03
3.41,0.73,268.29,-2.95,11.33,5.56,0.0,35.56,0.0,2022-01-04
3.28,0.7,275.3,-0.98,11.63,5.66,0.0,44.12,0.0,2022-01-05
2.31,0.49,316.21,2.83,8.31,3.3,3.54,72.06,0.04339191101769802,2022-01-06
2.28,0.48,294.3,2.78,6.7,6.04,2.27,77.12,0.03445029225662931,2022-01-07
1.59,0.34,310.39,3.24,7.76,9.01,1.39,72.75,0.018185382654289307,2022-01-08
2.02,0.42,301.42,3.64,7.8,5.04,0.63,75.44,0.008211037147407278,2022-01-09
1.18,0.24,324.94,5.55,8.66,5.59,5.34,79.56,0.06291469185677658,2022-01-10
2.86,0.59,284.03,1.87,6.37,6.25,0.63,74.19,0.010057970025233351,2022-01-11
1.87,0.38,301.71,2.53,6.2,4.94,1.91,78.5,0.03123255950334474,2022-01-12
1.8,0.37,316.3,2.08,5.77,6.1,0.74,78.44,0.012973045975277266,2022-01-13
2.94,0.6,281.07,1.99,6.89,5.57,0.42,74.5,0.006155480797604224,2022-01-14
3.5,0.7,251.86,1.87,5.36,3.46,0.23,79.0,0.004338374308336358,2022-01-15
3.25,0.65,262.71,0.68,6.14,3.23,0.01,73.38,0.0001645703447864844,2022-01-16
2.55,0.51,294.34,-0.31,5.5,2.97,0.0,66.56,0.0,2022-01-17
3.54,0.7,259.26,1.41,6.06,2.45,0.01,71.75,0.0001664711562245281,2022-01-18
3.64,0.71,255.05,-0.35,5.66,2.68,0.0,67.62,0.0,2022-01-19
3.59,0.7,251.97,-2.06,6.33,2.67,0.0,56.62,0.0,2022-01-20
3.6,0.7,252.99,-3.41,5.45,1.87,0.0,52.69,0.0,2022-01-21
3.11,0.59,279.68,1.91,5.95,3.76,0.22,77.19,0.003739790999439267,2022-01-22
2.92,0.55,289.3,2.18,5.74,2.57,0.24,77.81,0.0042242809557284065,2022-01-23
3.9,0.73,245.98,-2.23,5.05,1.7,0.01,60.69,0.0002001630120806733,2022-01-24
2.38,0.45,289.55,0.12,4.73,2.68,0.04,71.94,0.0008538161139046972,2022-01-25
3.94,0.73,257.12,-0.42,5.57,2.04,0.0,67.81,0.0,2022-01-26
4.0,0.73,247.17,-4.28,5.88,2.2,0.0,50.38,0.0,2022-01-27
4.05,0.74,251.91,-5.99,5.97,2.29,0.0,38.31,0.0,2022-01-28
3.73,0.67,258.59,2.44,6.9,4.97,0.02,77.12,0.00029270824814566957,2022-01-29
4.14,0.74,257.05,-0.73,8.3,3.47,0.02,60.81,0.0002435594153850869,2022-01-30
4.2,0.75,255.3,-3.19,9.55,4.12,0.01,44.88,0.00010625326681520926,2022-01-31
2.93,0.52,297.58,2.71,8.45,8.64,0.56,69.5,0.006741442853725582,2022-02-01
2.29,0.4,300.89,4.8,9.44,8.96,0.53,73.88,0.0056976302269805355,2022-02-02
4.31,0.74,271.21,2.94,11.74,4.27,0.05,62.12,0.0004311873503909618,2022-02-03
4.18,0.72,279.7,0.3,12.13,6.76,0.0,47.31,0.0,2022-02-04
3.99,0.68,286.56,0.12,13.7,2.99,0.0,41.25,0.0,2022-02-05
3.05,0.52,297.66,4.3,9.87,2.05,0.0,69.69,0.0,2022-02-06
4.35,0.73,271.35,3.92,10.42,3.63,0.0,71.19,0.0,2022-02-07
3.25,0.54,282.33,2.2,9.16,5.21,0.03,68.06,0.0003308866359972851,2022-02-08
4.47,0.73,248.85,-0.35,6.44,2.65,0.0,63.88,0.0,2022-02-09
4.61,0.75,254.82,-1.68,6.9,2.72,0.0,55.38,0.0,2022-02-10
3.89,0.62,276.11,-1.13,8.06,2.54,0.0,51.94,0.0,2022-02-11
4.03,0.64,281.77,0.85,8.65,3.07,0.0,58.94,0.0,2022-02-12
4.03,0.63,290.74,3.02,7.48,2.17,0.01,74.38,0.0001353305176821815,2022-02-13
3.29,0.52,301.73,3.77,9.8,2.06,0.02,70.38,0.00020701085967801585,2022-02-14
3.56,0.55,290.73,2.01,9.89,5.02,0.31,59.12,0.003179469118816037,2022-02-15
4.24,0.65,281.71,1.65,8.95,4.68,0.08,67.31,0.0009053811924957379,2022-02-16
3.58,0.55,317.87,5.23,10.9,6.16,0.12,72.31,0.0011159730273092251,2022-02-17
4.92,0.74,285.85,3.93,12.95,3.38,0.0,62.12,0.0,2022-02-18
2.94,0.44,306.07,2.15,12.62,5.41,0.0,48.88,0.0,2022-02-19
3.88,0.58,312.24,4.79,13.69,4.95,0.09,59.12,0.0006661651028703792,2022-02-20
5.09,0.74,269.02,2.83,12.72,4.13,0.01,60.06,7.965464694177721e-05,2022-02-21
3.79,0.55,301.05,2.84,10.12,8.05,0.23,65.56,0.0023049924921814623,2022-02-22
4.82,0.7,278.69,2.6,10.86,5.4,0.03,62.69,0.0002795902534674778,2022-02-23
4.71,0.67,280.48,1.55,11.0,4.89,0.0,58.0,0.0,2022-02-24
5.03,0.71,283.27,-0.59,14.63,3.46,0.0,39.5,0.0,2022-02-25
4.43,0.62,301.12,5.01,14.8,2.55,6.89,60.31,0.04723926912032002,2022-02-26
3.04,0.42,329.34,5.41,11.13,2.45,4.99,74.56,0.04544457221314871,2022-02-27
1.29,0.18,323.46,3.37,5.9,4.87,17.31,87.0,0.2973562548815766,2022-02-28
3.44,0.47,297.12,1.82,7.51,5.26,0.32,72.25,0.004314382698582677,2022-03-01
3.43,0.46,303.85,2.93,8.98,2.89,0.09,71.56,0.0010146307502584156,2022-03-02
5.36,0.72,268.06,-0.99,9.69,4.25,0.0,51.06,0.0,2022-03-03
4.5,0.6,309.27,1.85,11.3,2.01,0.9,58.12,0.008113217830982754,2022-03-04
3.09,0.41,326.09,5.3,9.43,4.03,8.69,78.06,0.09388197649532133,2022-03-05
4.7,0.62,297.76,2.39,9.55,2.41,0.1,65.75,0.0010652783770767702,2022-03-06
3.68,0.48,326.05,3.35,11.32,1.88,0.3,63.62,0.002697110183563842,2022-03-07
3.85,0.49,323.0,4.61,10.66,2.15,1.6,72.0,0.015250726953551537,2022-03-08
4.3,0.55,289.7,2.73,10.01,2.24,0.83,67.94,0.008402943238112427,2022-03-09
5.38,0.68,283.84,3.12,11.05,2.87,0.01,66.62,9.160365726005837e-05,2022-03-10
5.18,0.65,303.4,3.81,13.89,4.38,0.01,56.31,7.302007634726564e-05,2022-03-11
2.47,0.3,333.19,1.87,11.97,4.77,0.53,50.06,0.004495916528857894,2022-03-12
5.35,0.66,312.92,3.7,13.7,2.34,0.08,54.62,0.0005926585252528808,2022-03-13
5.04,0.62,320.82,7.21,14.83,4.51,0.13,71.56,0.0008871775768649032,2022-03-14
3.83,0.47,328.67,7.95,14.29,6.2,0.37,74.62,0.00261617791473253,2022-03-15
4.45,0.54,313.9,4.9,13.86,5.47,0.06,65.25,0.0004390913560246642,2022-03-16
4.02,0.48,329.77,4.51,13.44,4.43,0.1,64.94,0.0007577346856094138,2022-03-17
3.27,0.39,341.98,7.05,14.18,3.68,1.5,72.31,0.01076115875564783,2022-03-18
1.04,0.12,348.22,9.8,13.24,6.06,21.81,84.0,0.167411443583214,2022-03-19
1.46,0.17,337.01,8.33,10.14,7.58,25.95,89.31,0.25921726505191856,2022-03-20
2.84,0.33,331.77,6.62,10.62,4.3,11.42,82.0,0.1087023621134657,2022-03-21
2.04,0.23,331.19,5.4,8.73,3.95,2.23,84.31,0.02582056999480529,2022-03-22
2.49,0.29,337.22,5.19,10.37,3.23,0.31,78.06,0.0030226739833708154,2022-03-23
4.66,0.53,317.51,3.98,9.9,3.59,0.15,73.25,0.0015328037626348824,2022-03-24
4.54,0.52,317.45,4.76,10.15,4.44,0.02,74.88,0.0001996467210048091,2022-03-25
4.17,0.47,345.54,6.15,13.08,4.97,0.04,69.75,0.00031084007309262977,2022-03-26
5.09,0.57,336.12,5.94,15.58,3.7,0.05,57.0,0.0003258828164908922,2022-03-27
5.46,0.61,324.77,7.46,15.62,3.08,0.01,68.31,6.487933435162318e-05,2022-03-28
4.83,0.53,337.63,7.99,15.43,4.53,3.03,67.38,0.019964167989103138,2022-03-29
2.97,0.33,360.08,10.3,17.0,5.56,8.09,64.81,0.048671043112569416,2022-03-30
5.24,0.57,341.98,7.02,16.48,5.25,0.09,59.81,0.0005595385505382767,2022-03-31
5.68,0.62,319.72,2.85,13.75,5.59,0.05,53.19,0.0003713089013724684,2022-04-01
6.38,0.69,289.01,0.78,13.16,4.8,0.0,52.5,0.0,2022-04-02
4.45,0.48,323.8,2.61,12.29,4.35,0.03,60.19,0.0002482054011743544,2022-04-03
2.87,0.3,344.16,8.08,14.04,4.93,0.78,75.69,0.005663335000540117,2022-04-04
4.03,0.43,355.15,9.75,17.42,3.84,0.7,71.88,0.00409632726789928,2022-04-05
4.89,0.52,367.54,6.73,18.47,4.33,0.13,59.31,0.0007179092941443206,2022-04-06
6.24,0.66,305.55,4.65,15.66,4.52,0.02,55.12,0.00012964711112821773,2022-04-07
7.34,0.77,297.27,2.59,16.73,3.67,0.0,43.5,0.0,2022-04-08
6.95,0.72,306.04,4.1,19.09,3.72,0.0,47.75,0.0,2022-04-09
7.24,0.74,297.71,5.83,18.12,3.55,0.02,57.06,0.00011201715847495013,2022-04-10
7.07,0.73,294.15,5.83,16.36,3.83,0.0,58.94,0.0,2022-04-11
6.22,0.63,312.93,7.69,15.97,4.26,0.04,68.44,0.00025458911434261724,2022-04-12
3.71,0.38,351.0,10.07,16.47,7.3,0.57,74.81,0.0035298137079479326,2022-04-13
2.03,0.2,359.39,10.95,15.35,6.94,3.18,79.38,0.02115813464215386,2022-04-14
2.24,0.23,352.84,9.86,16.39,8.58,2.4,73.31,0.014924053671672445,2022-04-15
4.36,0.44,338.62,4.52,15.28,7.28,0.09,55.19,0.0005996536863038543,2022-04-16
5.92,0.59,320.18,6.77,17.79,6.45,1.56,56.0,0.008930280220551555,2022-04-17
7.8,0.77,281.0,2.69,15.21,4.4,0.0,53.88,0.0,2022-04-18
7.43,0.73,304.17,0.49,16.7,4.89,0.0,42.19,0.0,2022-04-19
4.58,0.45,359.66,-0.03,20.35,5.8,0.04,29.31,0.00020073891159844398,2022-04-20
4.46,0.44,350.26,5.88,20.15,4.77,3.29,44.88,0.016732343007902627,2022-04-21
7.59,0.74,298.66,3.37,18.1,3.24,0.0,45.88,0.0,2022-04-22
7.85,0.76,299.55,0.15,19.04,4.26,0.0,33.19,0.0,2022-04-23
6.4,0.62,333.92,3.87,19.05,3.6,0.0,44.62,0.0,2022-04-24
6.73,0.65,322.76,4.55,18.94,3.83,0.0,47.5,0.0,2022-04-25
6.59,0.63,323.76,1.98,18.3,3.34,0.0,38.88,0.0,2022-04-26
4.46,0.42,344.22,3.26,16.81,4.02,0.31,42.38,0.0018763135599532176,2022-04-27
2.39,0.23,366.89,5.05,17.89,7.36,0.3,45.88,0.0017051996016009027,2022-04-28
5.25,0.5,345.47,7.63,15.98,5.55,1.05,62.75,0.006668799190990841,2022-04-29
1.73,0.16,339.21,6.47,13.47,4.98,0.8,65.12,0.006029645175680998,2022-04-30
7.22,0.68,324.77,4.78,17.98,5.35,0.16,54.38,0.0009040932570726283,2022-05-01
6.19,0.58,349.36,7.26,19.36,3.28,0.14,53.88,0.0007354900866030378,2022-05-02
6.2,0.58,345.11,5.23,21.01,2.87,0.01,40.94,4.843177065648387e-05,2022-05-03
7.51,0.7,326.13,6.62,21.74,4.92,0.02,49.19,9.359161454538322e-05,2022-05-04
6.31,0.59,358.8,7.69,22.2,6.86,0.18,51.38,0.0008273148999649361,2022-05-05
6.63,0.61,330.7,6.44,19.18,8.55,0.18,50.81,0.0009545046379391725,2022-05-06
3.75,0.34,345.42,8.3,16.74,5.02,2.97,63.56,0.018043994032338202,2022-05-07
5.46,0.5,357.52,8.68,18.74,4.54,0.62,61.31,0.0033605889899967715,2022-05-08
6.42,0.59,336.92,6.89,19.62,4.13,0.54,53.75,0.002791654217661397,2022-05-09
5.53,0.51,346.84,9.48,18.34,2.88,2.54,67.19,0.014041072557870618,2022-05-10
7.5,0.68,327.41,8.14,18.98,3.76,0.17,60.56,0.0009074158523276603,2022-05-11
8.24,0.75,309.34,4.62,20.51,2.41,0.0,43.31,0.0,2022-05-12
8.13,0.73,324.83,5.21,23.4,2.94,0.0,37.75,0.0,2022-05-13
